path,class,source,split
data/resisc45/commercial/resisc45_02592.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_03792.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_10020.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_03576.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_17364.jpg,industrial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_18004.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_03799.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_12358.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_10043.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_17373.jpg,industrial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_04478.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_03107.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_07747.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_05550.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_08091.jpg,commercial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_03945.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_16378.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_17638.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_11195.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_04887.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_00457.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_07275.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_11627.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_09597.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_15080.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_07403.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_06096.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_10951.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_00322.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_09866.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_16407.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_10306.jpg,industrial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_10659.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_11414.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_13503.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_17072.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_18643.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_09221.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_11381.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_09145.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_08680.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_07224.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_17339.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_14463.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_08912.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_17525.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_13570.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_18058.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_05811.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_16464.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_16979.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_10092.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_01770.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_18187.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_02889.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_17304.jpg,commercial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_10192.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_04674.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_15229.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_18767.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_15082.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_11629.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_08407.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_11211.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_15247.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_18534.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_02396.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_02430.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_15059.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_12332.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_05846.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_16179.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_17418.jpg,commercial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_16223.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_06719.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_09343.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_00759.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_16720.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_00289.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_00258.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_02641.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_17799.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_06238.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_15208.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_03206.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_06921.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_17453.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_18513.jpg,commercial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_06070.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_16949.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_16468.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_07044.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_03784.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_03021.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_01691.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_11282.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_01528.jpg,industrial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_09364.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_03896.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_04684.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_02900.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_17761.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_01988.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_03068.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_12131.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_18492.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_04060.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_12769.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_15955.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_15278.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_18338.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_14163.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_09583.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_08976.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_10060.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_08843.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_17429.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_16308.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_16989.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_15912.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_04613.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_03633.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_11626.jpg,industrial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_08842.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_17035.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_13608.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_17474.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_05572.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_03773.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_00554.jpg,commercial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_12141.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_15599.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_01629.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_15684.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_06488.jpg,industrial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_05001.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_05320.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_02306.jpg,industrial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_01134.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_17485.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_12450.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_10502.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_12106.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_09521.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_06614.jpg,commercial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_09698.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_13613.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_10202.jpg,commercial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_02505.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_16719.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_00886.jpg,commercial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_15263.jpg,commercial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_08356.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_09360.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_08700.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_02146.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_13880.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_13869.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_14915.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_13185.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_12356.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_12834.jpg,industrial,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_07998.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_05029.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_18664.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/sparse_residential/resisc45_02389.jpg,sparse_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_05051.jpg,industrial,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_17723.jpg,industrial,NWPU-RESISC45,train
data/resisc45/commercial/resisc45_05836.jpg,commercial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_14881.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_11243.jpg,industrial,NWPU-RESISC45,train
data/resisc45/dense_residential/resisc45_03267.jpg,dense_residential,NWPU-RESISC45,train
data/resisc45/industrial/resisc45_16097.jpg,industrial,NWPU-RESISC45,train
